Company,items
대성에너지,천연가스
SK가스,"액화석유가스,가스기기 판매,수입,저장"
지역난방공사,"집단에너지공급 및 전기,증기 생산,판매"
E1,"LPG(프로판,부탄가스),가스기기판매"
한진중공업홀딩스,지주회사
대성홀딩스,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대"
인천도시가스,도시가스 공급/가스설비공사
한전기술,원자력발전소 설계 등
경동도시가스,도시가스
삼천리,도시가스 공급/부동산 임대
한전산업,"발전설비 운전·정비, 전기검침"
한전KPS,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링"
한국가스공사,"액화천연가스 공급,제조,도매,개발"
지에스이,도시가스
